,obj_id,area[ha],ativo[ha],coda,mean[$/ha],ecoserv,prob_deforest,price[$]
3121,188864,3042.31,1907.981531,2,2462.166667,0.553114334,0.030703459,7490674.272000001
24428,1322585,1111.3,66.37467652,2,6740.666667,0.6997563,0.576305221,7490902.867000001
6060,286901,1738.23,889.6764527,2,4310.05,0.46501440200000005,0.699866131,7491858.212
5371,264551,1313.7,246.074884,2,5702.9,0.353582575,0.753872633,7491899.73
17008,884178,435.926,12.42004862,2,17187.8,0.466213151,0.0,7492608.903
19834,1020819,3043.48,417.21391600000004,2,2461.9,0.58592956,0.722317843,7492743.4120000005
15509,774678,581.563,243.79187009999998,2,12884.6,0.53265883,0.805890228,7493206.63
20858,1097988,3043.68,36.08403799,2,2461.9,0.564755605,0.204819277,7493235.792
17223,895471,1827.53,28.57279932,2,4101.0,0.505804056,0.710843373,7494700.53
3129,188975,3040.47,1917.14635,2,2465.455556,0.562250951,0.046720214,7496143.653
19835,1020820,3045.73,417.21391600000004,2,2461.9,0.58592956,0.722317843,7498282.687000001
22717,1237719,1708.78,172.5426758,2,4388.563636,0.682526538,0.6993689040000001,7499089.771000001
13670,714282,529.865,142.3494507,2,14152.966669999998,0.528525825,0.8152610440000001,7499161.682999999
5034,252287,1497.57,533.4054016,2,5008.1,0.489218783,0.787148594,7499980.317000001
8510,400487,429.62800000000004,229.924054,2,17458.5,0.49135387,0.611780455,7500660.437999999
9654,457916,2152.21,1357.12522,2,3485.214286,0.439968966,0.413106973,7500913.038
14806,751694,1458.62,378.0867188,2,5143.35,0.5591136320000001,0.975903614,7502193.177
26165,1440906,390.565,41.6848816,2,19214.5,0.634865992,0.822289157,7504511.193
13287,704824,1885.75,873.4665587999999,2,3979.685714,0.6069526510000001,0.603677869,7504692.336
28145,1609456,1338.73,47.22801514,2,5606.15,0.639215794,0.5958835339999999,7505121.188999999
28143,1609454,1338.78,47.22801514,2,5606.15,0.639215794,0.5958835339999999,7505401.497
17979,922888,999.398,27.80624697,2,7510.7,0.583000164,0.706827309,7506178.558999999
9163,433471,580.9540000000001,39.31827698,2,12922.5,0.617990606,0.757028112,7507378.065
2177,159450,1681.79,665.5383881,2,4464.075,0.638140548,0.391566265,7507636.694
630,33843,1497.7,282.8863709,2,5013.314286,0.43571117,0.7113453820000001,7508440.806
16731,871630,1057.71,179.8982987,2,7103.9,0.557275321,0.981258367,7513866.069
20408,1059740,2001.54,602.3807312000001,2,3754.72,0.6777613709999999,0.35709504700000005,7515222.268999999
13984,726750,2366.39,132.8696976,2,3176.0,0.5418293129999999,0.47791164700000005,7515654.64
622,33570,1060.04,193.2536774,2,7090.8,0.400977617,0.835341365,7516531.632
15862,796412,1008.78,4.40657468,2,7451.9,0.616808349,0.7510040159999999,7517327.682
17480,903117,1681.96,144.7196289,2,4470.844443999999,0.6712511859999999,0.120481928,7519781.522000001
25428,1378065,600.315,103.53503420000001,2,12530.9,0.62402942,0.7730923690000001,7522487.234
21926,1201919,1997.84,253.5557373,2,3765.626667,0.669855633,0.237159163,7523119.58
597,32647,1087.26,28.83208621,2,6920.0,0.40819759,0.810441767,7523839.2
10364,503624,2998.12,287.5062348,2,2510.0,0.44886017100000003,0.7540160640000001,7525281.2
23495,1283170,1490.37,36.53092042,2,5050.7,0.638900189,0.62248996,7527411.759
596,32646,1087.84,28.83208621,2,6920.0,0.40819759,0.810441767,7527852.8
16845,875578,1315.74,53.83976439,2,5721.911111,0.537566271,0.542614904,7528547.325
8091,390670,1074.95,224.46853019999998,2,7003.657143,0.36957859200000004,0.289156627,7528581.246
22902,1251485,739.078,130.7674561,2,10187.1,0.595328785,0.48307515799999995,7529061.494
8722,406241,1927.69,796.9654541,2,3906.1615380000003,0.47400812,0.46057915899999996,7529868.536
8721,406240,1927.69,796.9654541,2,3906.1615380000003,0.47400812,0.46057915899999996,7529868.536
14260,735194,1241.31,83.95328599,2,6067.2,0.563539225,0.951807229,7531276.032000001
13069,700700,2444.81,305.7055878,2,3081.033333,0.463497745,0.18373494,7532541.103999999
15455,772884,2274.26,1024.2076539999998,2,3312.227273,0.524055939,0.35264869,7532865.997
5158,255987,1866.15,1039.855548,2,4037.175,0.559709086,0.492284929,7533974.126
12490,678282,1180.14,587.8328613,2,6385.55,0.559408052,0.502008032,7535842.977000001
1876,152529,2012.79,6.17797544,2,3745.9,0.625563426,0.0,7539710.061000001
27384,1552286,1026.63,205.3264648,2,7347.0,0.667414967,0.288487282,7542650.61
27385,1552287,1026.63,205.3264648,2,7347.0,0.667414967,0.288487282,7542650.61
2469,173465,1145.83,180.81089169999998,2,6583.566667,0.690287669,0.439759036,7543648.194
12835,687874,1830.95,43.97118836,2,4121.0,0.54082455,0.40361445799999995,7545344.95
4486,242293,1532.43,584.2108215,2,4924.428571,0.424846282,0.7397590359999999,7546342.076
648,35109,409.51599999999996,11.47578888,2,18430.3,0.677870445,0.0,7547502.735
649,35110,409.519,11.47578888,2,18430.3,0.677870445,0.0,7547558.026000001
19596,1011729,2942.62,190.78025669999997,2,2565.5,0.530442386,0.112449799,7549291.61
24267,1315870,1826.53,1.89965268,2,4134.0,0.595445591,0.6345381529999999,7550875.02
2183,159765,2226.29,6.91633865,2,3392.0,0.595620471,0.0,7551575.68
11117,545033,1469.67,4.55337311,2,5138.8,0.431036528,0.0,7552340.196
23805,1292110,1482.86,57.96899414,2,5093.31,0.661452003,0.7050423920000001,7552665.667
23806,1292111,1482.86,57.96899414,2,5093.31,0.661452003,0.7050423920000001,7552665.667
12452,677862,1172.48,219.1485352,2,6442.07,0.556142983,0.460986804,7553198.234
5715,279595,2921.26,1046.031726,2,2587.7,0.526112273,0.760093004,7559344.502
17167,893254,956.015,178.80305180000002,2,7907.2,0.6447556879999999,0.675846242,7559401.807999999
17166,893253,956.015,178.80305180000002,2,7907.2,0.6447556879999999,0.675846242,7559401.807999999
2277,165255,1900.22,345.828598,2,3978.3,0.651840407,0.710843373,7559645.226
15194,765266,2963.88,85.84689638,2,2550.7,0.512190779,0.19410977199999999,7559968.716
398,20247,761.6439999999999,28.754080199999997,2,9932.1,0.542483976,0.706827309,7564724.372
15754,780428,977.605,0.80373954,2,7740.8,0.640290737,0.0,7567444.784
490,29829,1759.62,73.00915528,2,4300.8,0.422511916,0.309236948,7567773.696
20793,1090509,783.189,24.58845981,2,9663.8,0.447475605,0.8072289159999999,7568581.857999999
22519,1229671,1349.03,262.6507813,2,5612.0,0.566389096,0.585006693,7570756.36
19594,1011726,2942.62,220.6702789,2,2572.9,0.541714988,0.03480589,7571066.998
19413,1000429,1471.74,416.01180719999996,2,5144.7,0.64867474,0.7684069609999999,7571660.778
4604,244217,1780.62,119.8146362,2,4253.08,0.433078135,0.522088353,7573119.31
15970,823738,1032.14,24.79550856,2,7337.8,0.5591758689999999,0.983935743,7573636.892000001
19032,977361,1042.02,38.61068113,2,7270.0,0.565413398,0.771084337,7575485.4
17694,906324,699.428,277.55354,2,10832.0,0.520684551,0.752610442,7576204.096
17695,906325,699.434,277.55354,2,10832.0,0.520684551,0.752610442,7576269.0879999995
13783,719462,767.802,23.3443218,2,9868.2,0.56089324,0.0,7576823.696
16280,845403,1258.09,86.76496122,2,6025.3,0.617962979,0.710843373,7580369.677
16440,859065,1453.5,237.88105159999998,2,5215.9,0.588229143,0.0,7581310.65
18415,953515,683.86,4.35570182,2,11089.4,0.617544943,0.0,7583597.084
23379,1279588,644.436,45.43759766,2,11771.1,0.572743211,0.526104418,7585720.6
6159,288279,1919.0,317.60430299999996,2,3953.0,0.487217261,0.730589023,7585807.0
14419,740660,877.4839999999999,449.36428830000006,2,8645.0,0.574200666,0.618473896,7585849.18
21052,1114486,1031.77,2.788215105,2,7358.0,0.584731326,0.0,7591763.66
9536,449564,2963.92,71.31607969,2,2561.8,0.48300376899999997,0.12349397599999999,7592970.256
12245,632473,1907.47,192.9320725,2,3981.5,0.47708800100000004,0.463855422,7594591.805
17212,894921,3039.35,135.59168169999998,2,2498.9,0.45750319899999997,0.184738956,7595031.715
23125,1272466,2308.97,100.8682129,2,3289.6,0.648350624,0.26269785,7595587.712
3873,201245,1759.78,5.77463835,2,4317.1,0.600651756,0.0,7597146.238
23597,1288360,1789.2,270.3005859,2,4247.588235,0.659468571,0.183846497,7599784.871
4560,243413,1434.7,550.7804016,2,5298.416667,0.463528101,0.6444238489999999,7601638.392000001
25288,1369354,817.7710000000001,24.48374634,2,9296.1,0.6621693710000001,0.598393574,7602080.993
4482,242197,1194.39,339.64228210000005,2,6364.9,0.46881126,0.838018742,7602172.911
25286,1369352,817.8919999999999,24.48374634,2,9296.1,0.6621693710000001,0.598393574,7603205.821
1517,102516,869.4,14.76426696,2,8747.4,0.595200507,0.710843373,7604989.56
1518,102517,869.434,14.76426696,2,8747.4,0.595200507,0.710843373,7605286.972
11075,544865,1469.67,2.71911679,2,5175.4,0.4234147,0.0,7606130.118
7304,340443,1928.27,170.2052765,2,3946.1,0.40129424399999997,0.7242302540000001,7609146.247
12420,677166,1237.92,475.90249630000005,2,6147.433333,0.586056184,0.568273092,7610030.672
27126,1533671,1759.78,10.06289826,2,4324.5,0.682960274,0.6586345379999999,7610168.61
27128,1533650,1759.78,2.6962782,2,4324.5,0.701657037,0.0,7610168.61
28165,1611307,1759.78,9.833390800000002,2,4324.5,0.660017388,0.7911646590000001,7610168.61
1604,109015,2079.84,44.08609620000001,2,3659.9,0.6717391229999999,0.510040161,7612006.416
1603,109014,2079.84,44.08609620000001,2,3659.9,0.6717391229999999,0.510040161,7612006.416
15523,774402,541.845,42.94416045,2,14053.1,0.5146729,0.0,7614601.97
15231,764864,2942.62,1.325775555,2,2587.7,0.55911237,0.0,7614617.774
27889,1579782,1355.46,169.67021330000003,2,5617.8,0.612866001,0.674698795,7614703.187999999
12098,624558,1907.47,161.48763200000002,2,3993.3,0.46893043700000003,0.156626506,7617099.951
17860,916323,669.4810000000001,310.6948059,2,11379.5,0.543287449,0.453145917,7618359.04
17861,916324,669.485,310.6948059,2,11379.5,0.543287449,0.453145917,7618404.557999999
14580,745958,1002.56,436.164682,2,7600.0,0.556742735,0.7088353409999999,7619456.0
578,31686,1530.0,36.00431518,2,4980.2,0.5593213779999999,0.710843373,7619706.0
19394,999645,820.867,4.12757568,2,9284.4,0.5607594029999999,0.0,7621257.575
11230,552083,497.18,0.624292075,2,15329.9,0.544776306,0.0,7621719.682
8440,399374,497.18,21.48630068,2,15329.9,0.544570208,0.0,7621719.682
16940,880317,1645.95,572.2660462,2,4630.62,0.6418076,0.81296615,7621768.989
15723,780516,622.016,2.17932128,2,12258.1,0.629075884,0.695582329,7624734.33
9993,472282,1907.13,1039.189209,2,3998.216667,0.455298969,0.493267186,7625118.9520000005
12697,683814,3116.0,7.19074402,2,2447.1,0.53176335,0.19277108399999998,7625163.6
3557,194720,2712.59,386.0131958,2,2811.525,0.645245572,0.339759036,7626514.6
3558,194721,2712.63,386.0131958,2,2811.525,0.645245572,0.339759036,7626627.061000001
11746,598643,3116.96,41.27361394,2,2447.1,0.499171807,0.771084337,7627512.816000001
11745,598642,3116.96,41.27361394,2,2447.1,0.499171807,0.771084337,7627512.816000001
20062,1029381,973.825,38.47156374,2,7836.6,0.549198971,0.8072289159999999,7631476.995
17168,893274,1107.29,174.43669430000003,2,6894.777778,0.645158464,0.790662651,7634518.4860000005
12889,690218,1071.64,69.09260867,2,7125.5,0.6367171739999999,0.732262383,7635970.82
16854,875961,1830.95,71.37153933,2,4171.155556000001,0.520312814,0.585899152,7637177.2639999995
13860,721768,783.189,81.99217226,2,9751.4,0.45741087799999997,0.800535475,7637189.215
10593,518851,600.427,217.4324829,2,12720.4,0.547232877,0.7138554220000001,7637671.6110000005
16366,851307,838.475,104.483699,2,9109.5,0.5150547870000001,0.46184739,7638088.012999999
9535,449563,2981.68,71.31607969,2,2561.8,0.48300376899999997,0.12349397599999999,7638467.824
4079,205820,983.8789999999999,7.73411102,2,7764.3,0.5779167629999999,0.0,7639131.72
20063,1029382,974.8989999999999,38.47156374,2,7836.6,0.549198971,0.8072289159999999,7639893.503
5603,275527,1680.37,551.2397827000001,2,4546.588889,0.408848151,0.256319395,7639951.571
7028,320589,897.057,8.60506592,2,8517.95,0.539861669,0.763052209,7641086.6729999995
2592,175741,2773.48,1624.616077,2,2755.5,0.303279723,0.136064257,7642324.14
6901,313735,840.074,20.29872742,2,9101.6,0.548597904,0.742971888,7646017.517999999
28239,1622866,1002.46,26.839163199999998,2,7627.3,0.633256782,0.59437751,7646063.158
2013,157317,1893.56,363.0084167,2,4039.525,0.49337681200000005,0.534136546,7649082.959
12366,675790,1125.66,276.6435058,2,6795.32,0.583608779,0.61124498,7649219.911
2014,157318,1893.71,363.0084167,2,4039.525,0.49337681200000005,0.534136546,7649688.887999999
2278,165256,1923.84,345.828598,2,3978.3,0.651840407,0.710843373,7653612.672
10471,510835,801.925,373.2789642,2,9545.3,0.562802505,0.47389558200000004,7654614.7020000005
8372,397112,487.691,316.9992157,2,15695.94,0.597072542,0.510613884,7654768.675
26604,1470574,1113.76,91.50628203,2,6873.8,0.605527747,0.855421687,7655763.488
17378,902028,2052.09,980.4961975,2,3731.4,0.610539595,0.21408711800000002,7657168.626
6424,294285,1966.47,1209.2326779999999,2,3894.966667,0.291328688,0.145001057,7659335.101
3163,188750,3124.05,178.9075333,2,2452.3,0.561393225,0.234270415,7661107.815
3152,188265,3124.05,149.4770691,2,2452.3,0.57052531,0.384203481,7661107.815
21188,1134548,2352.91,94.17316208,2,3256.166667,0.531149012,0.074297189,7661467.112000001
21189,1134549,2352.91,94.17316208,2,3256.166667,0.531149012,0.074297189,7661467.112000001
21821,1195109,1772.64,276.4759766,2,4322.9125,0.657244965,0.44327309200000004,7662967.614
27266,1542542,1401.89,216.93059080000003,2,5467.0,0.597753061,0.619277108,7664132.63
27267,1542543,1401.9,216.93059080000003,2,5467.0,0.597753061,0.619277108,7664187.3
9934,468725,1966.47,48.42032506,2,3898.9,0.274195784,0.0,7667069.882999999
2107,158517,1504.25,345.00757450000003,2,5097.9,0.647455537,0.333333333,7668516.075
2398,172027,3124.05,691.8528626,2,2454.7666670000003,0.57140126,0.20700985800000002,7668813.805
1449,87853,1045.25,6.1486145,2,7337.8,0.571788854,0.706827309,7669835.45
11519,575861,1974.84,593.6773651000001,2,3887.1,0.43011828799999996,0.503729203,7676400.563999999
13957,726438,3127.89,334.6205139,2,2454.5,0.54357273,0.7269076309999999,7677406.005
4982,251201,421.309,116.99560770000001,2,18224.9,0.530464398,0.659973226,7678314.393999999
22650,1235023,1193.03,297.25167539999995,2,6436.466667000001,0.62103268,0.6854083000000001,7678897.8270000005
17698,907002,594.712,386.5626648,2,12919.68571,0.506277884,0.7382864790000001,7683492.131
3156,188394,3124.05,82.55195884,2,2459.7,0.559913212,0.19277108399999998,7684225.785
16936,879795,1071.64,25.19656374,2,7170.966667000001,0.62842967,0.861445783,7684694.719
10529,513121,1571.78,482.821579,2,4890.1,0.46556601700000005,0.595582329,7686161.378
13937,726330,1042.84,551.3039977999999,2,7372.125,0.618996268,0.5903614460000001,7687946.835
18688,965727,988.966,5.426001005,2,7776.0,0.55118831,0.8072289159999999,7690199.616
6470,296093,1362.69,554.8246856000001,2,5644.3,0.345694506,0.737617135,7691431.167
14961,754000,1048.25,37.36376952,2,7337.8,0.569473537,0.832663989,7691848.85
3876,201253,3109.56,35.63869283,2,2474.5,0.524443775,0.0,7694606.22
15859,791920,2121.83,126.0661232,2,3627.4,0.599078146,0.084337349,7696726.142000001
19395,999646,829.033,4.12757568,2,9284.4,0.5607594029999999,0.0,7697073.985
1123,44056,968.814,2.57809981,2,7945.1,0.556080237,0.0,7697324.1110000005
26532,1461898,658.627,22.36832276,2,11688.5,0.628924666,0.703614458,7698361.688999999
27604,1560764,1250.01,703.0249084,2,6160.466667000001,0.645662781,0.28480589,7700644.937999999
7346,350693,2003.53,1275.0030880000002,2,3844.8294119999996,0.464078827,0.207144367,7703231.071
5614,277505,1047.53,431.88850099999996,2,7354.2,0.553301547,0.7137119909999999,7703745.126
2276,165254,1936.56,345.828598,2,3978.3,0.651840407,0.710843373,7704216.647999999
6724,306667,613.788,2.65827636,2,12556.8,0.560239586,0.736947791,7707213.158
9209,436618,1659.37,491.33756100000005,2,4645.671429,0.375873675,0.47264056200000004,7708887.7979999995
9210,436619,1659.39,491.33756100000005,2,4645.671429,0.375873675,0.47264056200000004,7708980.712
2378,171789,2298.49,26.74039612,2,3355.1,0.504972665,0.47389558200000004,7711663.799
26416,1455808,1908.09,22.55273742,2,4041.9,0.683082235,0.710843373,7712308.971
13930,726264,1009.56,97.79637453,2,7639.566667,0.606146446,0.589558233,7712600.924
11619,587018,1664.0,15.11695328,2,4636.4,0.473496315,0.0,7714969.6
15199,765278,2361.59,293.92522579999996,2,3267.02,0.545747551,0.260470453,7715361.762
21715,1193289,1832.01,76.4057373,2,4211.714286,0.6432022829999999,0.547188755,7715902.688999999
2423,172029,3124.05,245.61876980000002,2,2470.8,0.573810567,0.226238286,7718902.74
21080,1118096,1034.98,96.83406374,2,7460.666667,0.569807806,0.695582329,7721640.7870000005
21082,1118098,1035.0,96.83406374,2,7460.666667,0.569807806,0.695582329,7721790.0
5058,253375,1123.64,34.2291626,2,6872.5,0.456792167,0.6872489959999999,7722215.9
23096,1271678,1814.69,168.8977051,2,4256.5,0.663489993,0.68309602,7724227.985
17481,903118,1727.69,144.7196289,2,4470.844443999999,0.6712511859999999,0.120481928,7724233.238
14497,743924,895.693,261.7942414,2,8624.571429000001,0.6886138629999999,0.7484939759999999,7724968.257
708,36105,659.6619999999999,39.63182374,2,11710.7,0.568866054,0.09638554199999999,7725103.783
709,36106,659.664,39.63182374,2,11710.7,0.568866054,0.09638554199999999,7725127.205
6842,311065,1887.89,281.51597139999996,2,4094.05,0.490666905,0.5783132529999999,7729116.055
7683,370327,3168.82,112.197461,2,2439.7,0.7000560790000001,0.746987952,7730970.154
1112,43824,921.9,292.7700836,2,8387.6,0.554652861,0.9186746990000001,7732528.44
18287,946672,688.0310000000001,50.12699278,2,11239.7,0.585793132,0.8072289159999999,7733262.031
13970,726608,3150.69,175.86013180000003,2,2454.5,0.521048441,0.183400268,7733368.605
26970,1525658,402.491,32.93859864,2,19214.5,0.641635573,0.771084337,7733663.319
10579,518605,602.388,15.70894622,2,12839.4,0.538949638,0.642570281,7734300.487000001
9792,462098,2922.61,81.28913234,2,2646.9,0.444538097,0.425702811,7735856.409
4971,251009,1987.18,341.44550780000003,2,3893.0,0.429599412,0.62811245,7736091.74
7370,352345,1951.57,54.87833481,2,3964.1,0.483971864,0.7510040159999999,7736218.637
27526,1559726,691.873,82.48557128,2,11182.12,0.638246157,0.710843373,7736606.911
17382,902097,2095.03,882.6612305,2,3693.685714,0.622631755,0.317001339,7738382.382
5828,280775,3117.79,200.24399419999997,2,2482.25,0.53304466,0.773761714,7739134.227999999
16624,869985,1490.33,841.5374145999999,2,5193.6,0.5997714789999999,0.302440531,7740177.887999999
22427,1223417,1871.58,176.1057129,2,4136.009091,0.633687067,0.34720701,7740871.893999999
16347,850432,1396.41,119.71106270000001,2,5544.45,0.591830581,0.797188755,7742325.425
15320,770500,2953.49,1107.594501,2,2621.4625,0.5624726520000001,0.32472748100000004,7742463.279
4782,247825,484.941,40.27524414,2,15966.6,0.659828034,0.6131191429999999,7742858.971
13327,705584,1983.14,453.9845642,2,3904.4,0.6173875560000001,0.666048811,7742971.816000001
16259,842722,1105.03,119.4296753,2,7007.375,0.6033993000000001,0.664658635,7743359.596
3822,200417,1309.95,48.0553829,2,5911.6,0.7011017390000001,0.510040161,7743900.42
6263,289641,3145.56,1589.727515,2,2461.9,0.345220683,0.10240963900000001,7744054.164
22203,1210399,2012.79,310.37839360000004,2,3847.6391299999996,0.623495425,0.38920901,7744489.565
11526,575906,1892.78,341.05849910000006,2,4091.6333329999998,0.43018791,0.53253012,7744561.741
16490,867867,377.93300000000005,47.15475158,2,20494.45,0.583384184,0.327309237,7745528.972
569,31357,642.309,35.78993226,2,12059.85,0.6924679429999999,0.126506024,7746150.194
5688,279127,2919.12,265.3247314,2,2653.627273,0.511796688,0.804360298,7746256.444
8626,402728,1129.12,17.60569,2,6860.7,0.526711395,0.522088353,7746553.584
7155,325227,523.705,102.61403809999999,2,14792.1,0.61027454,0.662650602,7746696.731000001
6426,294301,1836.83,1022.4893189999999,2,4217.5,0.40900226799999995,0.557615076,7746830.525
9902,467204,1980.7,941.1762757000001,2,3912.385714,0.329112609,0.436680054,7749262.384
12698,683816,3116.0,455.7994415,2,2487.8,0.49945544,0.13769363199999998,7751984.8
7097,322475,850.253,53.46362916,2,9117.35,0.656672952,0.725568942,7752054.19
6557,297737,1934.51,247.5584107,2,4007.5,0.34722987899999996,0.875502008,7752548.825
4116,206737,3292.18,6.3904705,2,2354.9,0.581716659,0.919678715,7752754.682
573,31366,662.502,30.92782592,2,11702.35,0.6918611509999999,0.240963855,7752830.28
4786,247839,484.551,60.28493614,2,16001.3,0.617028569,0.598393574,7753445.916
12740,684088,2509.78,1091.2397640000002,2,3089.342105,0.544326952,0.360177552,7753569.029
8133,391444,1885.39,20.31926881,2,4114.0,0.5220220879999999,0.959839357,7756494.46
14033,729108,422.295,12.46404458,2,18370.6,0.613836217,0.771084337,7757812.527000001
18501,959416,1026.65,18.82737733,2,7557.6,0.692087475,0.8666666670000001,7759010.04
4792,247829,484.941,24.85641269,2,16001.3,0.5822568020000001,0.0,7759686.4229999995
18500,959415,1026.77,18.82737733,2,7557.6,0.692087475,0.8666666670000001,7759916.9520000005
8217,393382,1609.81,287.08781739999995,2,4822.5384619999995,0.403689995,0.735866543,7763370.641
22450,1224299,831.9069999999999,268.5223175,2,9332.466667,0.533048862,0.43875502,7763744.347
11346,556786,1997.9,193.2921814,2,3887.1,0.440205591,0.740963855,7766037.09
9914,467273,1799.99,6.24501954,2,4316.957143,0.395648513,0.31659973199999997,7770479.687999999
1814,151623,1103.72,42.98486595,2,7042.3,0.626960634,0.959839357,7772727.356000001
3634,196800,1767.1,120.77035670000001,2,4399.4,0.522247142,0.8152610440000001,7774179.74
3636,196803,1767.1,421.91310419999996,2,4399.4,0.501896783,0.545180723,7774179.74
8764,407483,3146.95,680.7607544,2,2471.15,0.477297463,0.215528782,7776585.493
1649,113460,499.462,191.21257319999998,2,15574.5,0.65566996,0.789156627,7778870.919
1650,113461,499.463,191.21257319999998,2,15574.5,0.65566996,0.789156627,7778886.494
14509,744112,1016.31,532.5083069,2,7655.0,0.574932769,0.779116466,7779853.05
16346,850431,1403.24,119.71106270000001,2,5544.45,0.591830581,0.797188755,7780194.017999999
12111,624319,1907.47,313.769072,2,4078.85,0.47115884,0.667670683,7780284.01
13913,725640,855.405,441.0940216,2,9097.24,0.55666096,0.270582329,7781824.582
28322,1629584,2371.2,16.3669342,2,3281.9,0.556876305,0.582329317,7782041.28
28318,1629583,2371.26,16.3669342,2,3281.9,0.556876305,0.582329317,7782238.194
19412,1000428,1512.75,416.01180719999996,2,5144.7,0.64867474,0.7684069609999999,7782644.925
355,17511,702.7660000000001,23.7172165,2,11074.9,0.62844353,0.789156627,7783063.1729999995
25191,1365769,2338.05,14.17246398,2,3329.2,0.6598761120000001,0.02811245,7783836.06
19948,1022988,1836.33,399.0100555,2,4239.133333,0.566974561,0.572289157,7784447.714
26498,1460238,880.711,564.4661223999999,2,8840.675,0.635628903,0.672690763,7786079.72
2564,175091,1807.45,42.83896825,2,4307.9,0.682990518,0.542168675,7786313.855
17154,893103,1098.45,701.8059264999999,2,7089.0375,0.5705373810000001,0.702237522,7786953.242000001
3090,187941,3176.75,172.3099777,2,2452.3,0.600648946,0.289156627,7790344.025
21086,1118136,1065.15,228.953859,2,7314.0,0.574432065,0.5742971889999999,7790507.1
24324,1318763,1930.73,361.8001221,2,4035.4,0.7097662779999999,0.20153340600000003,7791267.842
24323,1318762,1930.73,361.8001221,2,4035.4,0.7097662779999999,0.20153340600000003,7791267.842
25407,1375141,2112.27,20.03273316,2,3689.3,0.5958478770000001,0.0,7792797.711
25818,1400609,1397.14,259.6241791,2,5577.8,0.616244432,0.621151272,7792967.492000001
23105,1271752,1893.56,33.49203186,2,4116.25,0.57982425,0.710843373,7794366.35
1106,43074,1588.1,157.4777321,2,4908.0,0.423806409,0.7510040159999999,7794394.8
23106,1271753,1893.71,33.49203186,2,4116.25,0.57982425,0.710843373,7794983.788
13703,716266,999.398,207.36881100000002,2,7800.033332999999,0.572905996,0.797188755,7795337.7129999995
7681,370324,3168.82,441.7184813999999,2,2460.05,0.708920462,0.7228915659999999,7795455.641
14605,746908,586.112,104.5550568,2,13300.5,0.500914867,0.981927711,7795582.656
25999,1414361,1379.14,235.91687009999998,2,5653.1125,0.621194704,0.663224326,7796433.573
16432,860784,1371.94,101.3623535,2,5682.975,0.575188385,0.42168674700000003,7796700.722
16433,860785,1371.94,101.3623535,2,5682.975,0.575188385,0.42168674700000003,7796700.722
21443,1154682,2576.09,109.60663909999998,2,3026.7666670000003,0.48045783799999997,0.714859438,7797223.342
21755,1193959,1975.66,120.1425781,2,3946.8076920000003,0.636670584,0.635719348,7797550.085
10075,477473,1952.02,309.8779328,2,3995.4,0.299378792,0.7684069609999999,7799100.708
1839,151577,1208.42,74.26125871,2,6455.45,0.622321845,0.0,7800894.8889999995
16989,884422,1160.78,26.59171906,2,6721.1,0.667255306,0.8232931729999999,7801718.458
3092,187944,3176.75,78.2503605,2,2456.0,0.598847193,0.172690763,7802098.0
12197,631461,1340.22,89.48804781,2,5822.3,0.45524296799999997,0.371485944,7803162.906
1088,43857,759.86,72.44903568,2,10269.7,0.5505329870000001,0.771084337,7803534.242000001
23517,1286983,1294.02,207.9846436,2,6032.6,0.721107119,0.420883534,7806305.052
4092,206109,1033.75,27.52090609,2,7551.5,0.5623380060000001,0.9638554220000001,7806363.125
21801,1194611,2318.09,341.75249019999995,2,3368.8,0.649831084,0.611646586,7809181.592
27963,1586538,626.703,30.16958312,2,12460.8,0.613601168,0.8072289159999999,7809220.742000001
7309,341247,1911.53,443.35994869999996,2,4086.014286,0.48163219,0.532630522,7810538.887999999
21677,1191835,1333.51,13.6690918,2,5858.95,0.7103425999999999,0.451961693,7812968.415
22252,1212407,2123.25,388.3894043,2,3680.007692,0.5781169589999999,0.131956397,7813576.333
2204,160093,1472.65,831.0042359,2,5305.8,0.647531792,0.556688292,7813586.37
2095,158424,2226.06,219.1230347,2,3510.166667,0.598759076,0.5742971889999999,7813841.61
2096,158425,2226.06,219.1230347,2,3510.166667,0.598759076,0.5742971889999999,7813841.61
11529,575922,2004.32,200.85898590000002,2,3898.9,0.439228496,0.49397590399999997,7814643.248
21444,1154683,2581.87,109.60663909999998,2,3026.7666670000003,0.48045783799999997,0.714859438,7814718.054
24400,1322051,1140.11,58.63462524,2,6855.7,0.663876712,0.7510040159999999,7816252.127
12114,624573,1993.02,34.35767881,2,3922.5,0.46326864100000004,0.5742971889999999,7817620.95
26793,1497528,1084.45,32.28142396,2,7211.2,0.698868481,0.710843373,7820185.84
18709,966190,856.7819999999999,409.6101776,2,9129.0,0.542839982,0.712449799,7821562.878
12310,672976,1082.38,228.1406006,2,7226.842857,0.585607133,0.7051061390000001,7822190.172
24756,1343870,1108.83,637.2040466,2,7054.6,0.549240308,0.71686747,7822352.118
10096,477476,1952.02,219.04906459999998,2,4007.5,0.29876490000000006,0.0,7822720.15
13830,721400,809.5160000000001,46.36049194,2,9663.8,0.627120615,0.771084337,7823000.721
26485,1459818,944.221,66.23568116,2,8285.6,0.6781586709999999,0.645783133,7823437.517999999
5924,282303,1847.25,600.7887421,2,4235.2,0.43606488299999996,0.567986231,7823473.2
24755,1343869,1109.09,637.2040466,2,7054.6,0.549240308,0.71686747,7824186.313999999
